Survived,Sex,Age,Fare,Mr,Mss,Mrs,Master,Rare,FamilySize1,FamilySize>1,EmbarkedS,EmbarkedC,EmbarkedQ,Pclass1,Pclass2,Pclass3
0,0,0.5,0.155,1,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0.35,0.13275,1,0,0,0,0,1,0,1,0,0,1,0,0
1,1,0.375,0.284646,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0,0.35,0.0675,1,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0.7125,0.0525,0,0,1,0,0,1,0,1,0,0,0,1,0
1,1,0.3875,0.0434165,0,0,1,0,0,1,0,1,0,0,0,0,1
0,0,0.625,0.065,1,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0.3125,0.039625,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0.4125,0.0433125,1,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0.5,0.138604,1,0,0,0,0,1,0,0,1,0,1,0,0
0,1,0.3125,0.038875,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0.025,0.13,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0.2375,0.039479,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0.55,0.45,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0,0.3125,0.0775,1,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0.0625,0.1569375,0,0,0,0,0,0,1,1,0,0,0,0,1
